Banco;id;title;text;url;media_id;published_on;created_at;user;user_id;user_image;attached_image_url;social_media;social_media_custom_name;search_term;polarization;reach;latitude;longitude;gender
Brasil;24;Twitter - Palavra chave;De repente todo mundo ama o super bowl  e eu: https://t.co/68EcTiccYK;http://twitter.com/belladuaarte/statuses/960351467654787073;960351467654787073;2018-02-05 01:16:47 -0200;2018-02-05 01:24:35 -0200;belladuaarte;763082298082357248;https://pbs.twimg.com/profile_images/891500201470504960/H6X1_VH3_normal.jpg;;twitter;;"""super bowl""";neutra;74;-16.6868912;-49.2647943;F
Brasil;25;Twitter - Palavra chave;RT @eleisamathias: Que jogo, senhores! #SuperBowl;http://twitter.com/pauloalvessn/statuses/960351471056441344;960351471056441344;2018-02-05 01:16:47 -0200;2018-02-05 01:34:06 -0200;pauloalvessn;736431685533863936;https://pbs.twimg.com/profile_images/953424187871383553/nxxXP_UU_normal.jpg;;twitter;;superbowl;neutra;296;;;M
Brasil;26;Twitter - Palavra chave;"Gisele pensando: ""hoje a pipa do vov¢ n∆o vai subir"". #SuperBowl";http://twitter.com/marhago/statuses/960351470641172480;960351470641172480;2018-02-05 01:16:47 -0200;2018-02-05 01:34:08 -0200;marhago;40556061;https://pbs.twimg.com/profile_images/955206942649135104/cffT4K49_normal.jpg;;twitter;;superbowl;neutra;1023;;;M
Brasil;27;Twitter - Palavra chave;RT @Happy_Endlich: Eu no fim desse jogo.  #SuperBowlnaESPN #SuperBowlˇ #FlyEaglesFly https://t.co/O36iP1y1Hm;http://twitter.com/heyyrenata/statuses/960351469210947584;960351469210947584;2018-02-05 01:16:47 -0200;2018-02-05 01:34:08 -0200;heyyrenata;262369222;https://pbs.twimg.com/profile_images/941487627613728768/qh97PS9z_normal.jpg;https://pbs.twimg.com/media/DVPaVRNWkAAuBGi.jpg;twitter;;superbowl;negativa;527;;;
Brasil;28;Twitter - Palavra chave;RT @BrazilianCeltic: Confirmem a maldiá∆o do MVP! #SuperBowl #SuperBowlnaESPN;http://twitter.com/b3tw33nw0rds/statuses/960351471014379520;960351471014379520;2018-02-05 01:16:47 -0200;2018-02-05 01:34:07 -0200;b3tw33nw0rds;1658333954;https://pbs.twimg.com/profile_images/952399754096504833/12Bnl9Tw_normal.jpg;;twitter;;superbowl;negativa;121;;;F
Brasil;29;Twitter - Palavra chave;@taisgomes95 Patriots perdeu o super bowl. :sob:;http://twitter.com/Belisrael/statuses/960351467633889280;960351467633889280;2018-02-05 01:16:47 -0200;2018-02-05 01:24:36 -0200;Belisrael;144710582;https://pbs.twimg.com/profile_images/929536729719164928/o8EyEStm_normal.jpg;;twitter;;"""super bowl""";negativa;1837;;;F
Brasil;30;Twitter - Palavra chave;To s¢ observando um povo postando story de jogo do super bowl quando eu SEI que tavam esperando s¢ os trailers do intervalo;http://twitter.com/mylifeaslils/statuses/960351467931602944;960351467931602944;2018-02-05 01:16:47 -0200;2018-02-05 01:24:35 -0200;mylifeaslils;44277748;https://pbs.twimg.com/profile_images/957042775303868416/UNtU6Hcq_normal.jpg;;twitter;;"""super bowl""";negativa;126;55.378051;-3.435973;
Brasil;31;Twitter - Palavra chave;RT @bchartsnet: Mesmo ap¢s 1 ano, Halftime Show do #SuperBowl de Lady Gaga continua sendo aclamado: ?Deveriam trazer Lady Gaga de volta tod?;http://twitter.com/olapeixe/statuses/960351469533790208;960351469533790208;2018-02-05 01:16:47 -0200;2018-02-05 01:24:34 -0200;olapeixe;572273015;https://pbs.twimg.com/profile_images/931731055538769920/sHZGyuO9_normal.jpg;;twitter;;"""super bowl""";negativa;311;-30.0346471;-51.2176584;M
Brasil;32;Twitter - Palavra chave;e claro n∆o Ç surpresa pra ninguÇm que esse atÇ agora foi o melhor halftimes que o super bowl ja teve katy lenda viva quem concorda nasceu https://t.co/1hVZ7eO9TI;http://twitter.com/gabzantos/statuses/960351467365371909;960351467365371909;2018-02-05 01:16:46 -0200;2018-02-05 01:24:37 -0200;gabzantos;3428976951;https://pbs.twimg.com/profile_images/914585740486492160/i4wgHk72_normal.jpg;;twitter;;"""super bowl""";neutra;257;37.09024;-95.712891;
Brasil;33;Twitter - Palavra chave;RT @traulitada: A PIADA DO EAGLES SEM SUPER BOWL VAI ACABAR? VAI..  MAS O PALMEIRAS CONTINUA SEM MUNDIAL MESMO;http://twitter.com/matheus_inacio/statuses/960351464299417601;960351464299417601;2018-02-05 01:16:46 -0200;2018-02-05 01:24:38 -0200;matheus_inacio;139246828;https://pbs.twimg.com/profile_images/946133491116400640/hVzaWevI_normal.jpg;;twitter;;"""super bowl""";neutra;374;-15.7942287;-47.8821658;
Brasil;34;Twitter - Palavra chave;RT @AdrianBarbosa13: Foda-se o Brady #SuperBowl;http://twitter.com/LouMontte/statuses/960351464945278976;960351464945278976;2018-02-05 01:16:46 -0200;2018-02-05 01:34:08 -0200;LouMontte;733660918719098881;https://pbs.twimg.com/profile_images/923609137535180801/rTWdzioK_normal.jpg;;twitter;;superbowl;neutra;47;2.0447397;-50.78742219999999;
Brasil;35;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/x0591x/statuses/960351466723700736;960351466723700736;2018-02-05 01:16:46 -0200;2018-02-05 01:34:08 -0200;x0591x;1645620246;https://pbs.twimg.com/profile_images/958807492406005762/oh7XmPeF_normal.jpg;;twitter;;superbowl;positiva;202;-29.1914625;-54.8665295;M
Brasil;36;Twitter - Palavra chave;Quase chorei na apresentaá∆o do Justin Bieber super bowl;http://twitter.com/taahdelmondes/statuses/960351462705508352;960351462705508352;2018-02-05 01:16:45 -0200;2018-02-05 01:24:38 -0200;taahdelmondes;145412762;https://pbs.twimg.com/profile_images/957779417715093504/zDVC6KQj_normal.jpg;;twitter;;"""super bowl""";neutra;305;-9.955851899999999;-36.7929413;
Brasil;37;Twitter - Palavra chave;Gente esse super bowl n∆o acaba nunca ???? desde 21h;http://twitter.com/HeloTinoco/statuses/960351460788789248;960351460788789248;2018-02-05 01:16:45 -0200;2018-02-05 01:24:38 -0200;HeloTinoco;43697676;https://pbs.twimg.com/profile_images/948926457367220224/y2WL_Trp_normal.jpg;;twitter;;"""super bowl""";neutra;514;-22.8433599;-42.1030012;F
Brasil;38;Twitter - Palavra chave;@IgorNavarroBFR Eagles v∆o ganhar um Super Bowl! Comparando ao futebol, Ç como se o Palmeiras ganhasse o mundial!;http://twitter.com/Juliolfoles/statuses/960351460394504192;960351460394504192;2018-02-05 01:16:45 -0200;2018-02-05 01:24:38 -0200;Juliolfoles;817417256900685824;https://pbs.twimg.com/profile_images/958599279182041090/USvbjUxl_normal.jpg;;twitter;;"""super bowl""";neutra;533;;;M
Brasil;39;Twitter - Palavra chave;O que houve Tom Brady?? #SuperBowl;http://twitter.com/Guiilhermemp/statuses/960351462428741634;960351462428741634;2018-02-05 01:16:45 -0200;2018-02-05 01:34:09 -0200;Guiilhermemp;68870212;https://pbs.twimg.com/profile_images/772566845731794948/s27xt5Gn_normal.jpg;;twitter;;superbowl;neutra;251;-14.235004;-51.92528;
Brasil;40;Twitter - Palavra chave;RT @Mari_Candelato: EU TO NERVOUST  #SuperBowl #SuperBowlnaESPN https://t.co/HWJvhYog9d;http://twitter.com/LisaMontarroyos/statuses/960351460033785858;960351460033785858;2018-02-05 01:16:45 -0200;2018-02-05 01:34:09 -0200;LisaMontarroyos;877328408;https://pbs.twimg.com/profile_images/886743066421407744/OxX18Puy_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPaJzKXUAAQQUL.jpg;twitter;;superbowl;negativa;506;-22.9068467;-43.1728965;
Brasil;41;Twitter - Palavra chave;RT @fifa_depressao: TOM BRADY PARECE O MESSI.... NA COPA AMêRICA  #SuperBowl;http://twitter.com/DoBigodee/statuses/960351461090779136;960351461090779136;2018-02-05 01:16:45 -0200;2018-02-05 01:34:09 -0200;DoBigodee;818902473977004032;https://pbs.twimg.com/profile_images/902899781999116288/c3xioOW0_normal.jpg;;twitter;;superbowl;negativa;336;-25.4289541;-49.267137;M
Brasil;42;Twitter - Palavra chave;GOAT na alegria e na tristeza #SuperBowl https://t.co/CxwWmeHDkw;http://twitter.com/marcelaelaela/statuses/960351456707727360;960351456707727360;2018-02-05 01:16:44 -0200;2018-02-05 01:34:14 -0200;marcelaelaela;72039009;https://pbs.twimg.com/profile_images/840307851260235777/D44W2rt8_normal.jpg;;twitter;;superbowl;negativa;2512;-22.9068467;-43.1728965;F
Brasil;43;Twitter - Palavra chave;ê normal uma pessoa que n∆o torce pra nenhum dos dois times estar passando mal de nervoso? #SuperBowlnaESPN #SuperBowl #FlyEaglesFly;http://twitter.com/analopes11/statuses/960351458712543232;960351458712543232;2018-02-05 01:16:44 -0200;2018-02-05 01:34:10 -0200;analopes11;148802459;https://pbs.twimg.com/profile_images/954679326343073792/XRFq3sEf_normal.jpg;;twitter;;superbowl;negativa;353;-30.0346471;-51.2176584;F
Brasil;44;Twitter - Palavra chave;Justin Timberlake faz tributo polàmico a Prince no Super Bowl https://t.co/0vf4LJPWsh;http://twitter.com/vonivar/statuses/960351457550663686;960351457550663686;2018-02-05 01:16:44 -0200;2018-02-05 01:24:39 -0200;vonivar;10710422;https://pbs.twimg.com/profile_images/829884063926382592/6XdHAVIl_normal.jpg;;twitter;;"""super bowl""";neutra;2834;-16.6868912;-49.2647943;
Brasil;45;Twitter - Palavra chave;So fazendo o touchdown e chutando p empatar nem eh ganhar so empatar mesmo #FlyEaglesFly #SuperBowl;http://twitter.com/shxwnghost/statuses/960351457521340416;960351457521340416;2018-02-05 01:16:44 -0200;2018-02-05 01:34:13 -0200;shxwnghost;1708329642;https://pbs.twimg.com/profile_images/958940287497310208/eg_U7S6v_normal.jpg;;twitter;;superbowl;neutra;765;;;M
Brasil;46;Twitter - Palavra chave;Nem entendo de superbowl mas tì rindo que o marido da Gisele foi tombado esse ano;http://twitter.com/jaci_riot/statuses/960351457995345921;960351457995345921;2018-02-05 01:16:44 -0200;2018-02-05 01:34:11 -0200;jaci_riot;79343670;https://pbs.twimg.com/profile_images/959087262808944640/mToToixq_normal.jpg;;twitter;;superbowl;positiva;1503;-19.9166813;-43.9344931;
Brasil;47;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/Al_Heloisa/statuses/960351454333726721;960351454333726721;2018-02-05 01:16:43 -0200;2018-02-05 01:34:14 -0200;Al_Heloisa;990016896;https://pbs.twimg.com/profile_images/922113981371834368/qLQGH81y_normal.jpg;;twitter;;superbowl;positiva;227;;;
Brasil;48;Twitter - Palavra chave;RT @_thsouza_: Caralhoooo que jogo #SuperBowl;http://twitter.com/b3tw33nw0rds/statuses/960351453494816768;960351453494816768;2018-02-05 01:16:43 -0200;2018-02-05 01:34:14 -0200;b3tw33nw0rds;1658333954;https://pbs.twimg.com/profile_images/952399754096504833/12Bnl9Tw_normal.jpg;;twitter;;superbowl;negativa;121;;;F
Brasil;49;Twitter - Palavra chave;RT @Esp_Interativo: O @Eagles Tµ MUITO PERTO DE UMA VIT‡RIA HIST‡RICA!   #SuperBowl  #FlyEaglesFly https://t.co/DJKZOq7bAP;http://twitter.com/panthael_/statuses/960351450642731009;960351450642731009;2018-02-05 01:16:42 -0200;2018-02-05 01:34:15 -0200;panthael_;302886471;https://pbs.twimg.com/profile_images/932388202140315648/9iI0YX0I_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPZu1tW0AA0kTG.jpg;twitter;;superbowl;positiva;186;56.130366;-106.346771;M
Brasil;50;Twitter - Palavra chave;RT @victoroliveira: que super bowl o que a kylie jenner finalmente assumiu que tava gravida, a menina nasceu no dia 1;http://twitter.com/coralinesse/statuses/960351450076536833;960351450076536833;2018-02-05 01:16:42 -0200;2018-02-05 01:24:39 -0200;coralinesse;236969286;https://pbs.twimg.com/profile_images/958201026561048576/ntLrZFBn_normal.jpg;;twitter;;"""super bowl""";neutra;1040;;;F
Brasil;51;Twitter - Palavra chave;tom brady batendo record de jardas em super bowl e tomando 41 pts pro nick foles, o que a falta de defesa complica tudo mesmo;http://twitter.com/Amaro_CRF/statuses/960351449325719552;960351449325719552;2018-02-05 01:16:42 -0200;2018-02-05 01:24:40 -0200;Amaro_CRF;755697792;https://pbs.twimg.com/profile_images/938945348986392576/eJic6nF9_normal.jpg;;twitter;;"""super bowl""";neutra;273;-22.9068467;-43.1728965;M
Brasil;52;Twitter - Palavra chave;@is_guizao Quantos super bowl ele j† deu pros patriots respeita;http://twitter.com/henry_rosano/statuses/960351447631228928;960351447631228928;2018-02-05 01:16:42 -0200;2018-02-05 01:24:40 -0200;henry_rosano;887873161739595776;https://pbs.twimg.com/profile_images/959537556848365569/uQCPOwmF_normal.jpg;;twitter;;"""super bowl""";neutra;101;-23.0039859;-46.8467996;F
Brasil;53;Twitter - Palavra chave;RT @oQuarterback: Tom Brady com 506 jardas de passe, quebra o recorde do Super Bowl de mais jardas de passe em um £nico jogo (que j† era de?;http://twitter.com/Vitor_92_Manoel/statuses/960351447614394368;960351447614394368;2018-02-05 01:16:42 -0200;2018-02-05 01:24:40 -0200;Vitor_92_Manoel;248949250;https://pbs.twimg.com/profile_images/957420270922412032/-zf3NQm7_normal.jpg;;twitter;;"""super bowl""";neutra;362;-32.522779;-55.765835;M
Brasil;54;Twitter - Palavra chave;tenho que acordar daqui 3 horas e vocàs?  #superbowl  #SuperBowlnaESPN;http://twitter.com/anamrdgs/statuses/960351448063234049;960351448063234049;2018-02-05 01:16:42 -0200;2018-02-05 01:34:15 -0200;anamrdgs;839895603513548801;https://pbs.twimg.com/profile_images/960338138530009088/Dn66ykrr_normal.jpg;;twitter;;superbowl;neutra;341;-26.8251371;-49.26952;F
Brasil;55;Twitter - Palavra chave;Queria muito um empate pra ir pra prorrogaá∆o, nem pela virada, mas pq queria mais jogo #SuperBowlnaESPN  #SuperBowl;http://twitter.com/VJuliatti/statuses/960351447727640577;960351447727640577;2018-02-05 01:16:42 -0200;2018-02-05 01:34:15 -0200;VJuliatti;4585167449;https://pbs.twimg.com/profile_images/945507715639541760/EYKO13V3_normal.jpg;;twitter;;superbowl;neutra;74;-19.1834229;-40.3088626;
Brasil;56;Twitter - Palavra chave;AtÇ parece que ele vai ficar de cabeáa baixa... O cara tem Gisele BÅndchen em casa! #SuperBowl;http://twitter.com/AntoineJeanzin/statuses/960351447480258560;960351447480258560;2018-02-05 01:16:42 -0200;2018-02-05 01:34:16 -0200;AntoineJeanzin;4330355123;https://pbs.twimg.com/profile_images/921567999529771009/u9FtoDqM_normal.jpg;;twitter;;superbowl;neutra;455;;;M
Brasil;57;Twitter - Palavra chave;RT @ppedroab: Eu to sem reaá∆o #SuperBowl;http://twitter.com/louzin01/statuses/960351447459205120;960351447459205120;2018-02-05 01:16:42 -0200;2018-02-05 01:34:16 -0200;louzin01;954316558683254786;https://pbs.twimg.com/profile_images/958495996438306823/Ne_0z5iL_normal.jpg;;twitter;;superbowl;neutra;47;-18.8549317;-41.95592329999999;
Brasil;58;Twitter - Palavra chave;Glr doida no Super Bowl sei l† como escreve e eu vendo Zootopia  Que filmaáo;http://twitter.com/Vitor_ARN/statuses/960351443973820417;960351443973820417;2018-02-05 01:16:41 -0200;2018-02-05 01:24:42 -0200;Vitor_ARN;744559750742949892;https://pbs.twimg.com/profile_images/939975477695012865/FObNBsiK_normal.jpg;;twitter;;"""super bowl""";neutra;158;-22.5273001;-41.9463938;M
Brasil;59;Twitter - Palavra chave;RT @oQuarterback: Tom Brady com 506 jardas de passe, quebra o recorde do Super Bowl de mais jardas de passe em um £nico jogo (que j† era de?;http://twitter.com/JanjoPierro/statuses/960351443793465346;960351443793465346;2018-02-05 01:16:41 -0200;2018-02-05 01:24:43 -0200;JanjoPierro;42764839;https://pbs.twimg.com/profile_images/861675456927588352/CYJqynt5_normal.jpg;;twitter;;"""super bowl""";neutra;819;-23.5500;-46.6333;F
Brasil;60;Twitter - Palavra chave;RT @gustavarantes: Que jogaaaaáo nunca mais eu vou dormir #SuperBowl;http://twitter.com/HeiressFromHell/statuses/960351445836095488;960351445836095488;2018-02-05 01:16:41 -0200;2018-02-05 01:34:16 -0200;HeiressFromHell;755204771028557824;https://pbs.twimg.com/profile_images/960301960409821185/BvmHWweB_normal.jpg;;twitter;;superbowl;neutra;39;61.52401;105.318756;F
